,DFJ ID,Rank,orig change info,suggested change info,original change count,suggested change count,Found All Ingredients?
281,Closure101,2,"delete IfStatement Block
insert QualifiedName Assignment
move Assignment Block Block
",,3,0,False
282,Closure101,3,"delete IfStatement Block
insert QualifiedName Assignment
move Assignment Block Block
","delete IfStatement Block
move Assignment Block Block
",3,2,False
283,Closure101,4,"orig_dummy
","suggested_dummy
dummy
",1,2,False
284,Closure101,5,"delete IfStatement Block
insert QualifiedName Assignment
move Assignment Block Block
","delete IfStatement Block
",3,1,False
285,Closure101,6,"orig_dummy
","suggested_dummy
dummy
",1,2,False
286,Closure101,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
287,Closure101,8,"delete IfStatement Block
insert QualifiedName Assignment
move Assignment Block Block
","delete IfStatement Block
move Assignment Block Block
",3,2,False
288,Closure101,9,"delete IfStatement Block
insert QualifiedName Assignment
move Assignment Block Block
","delete IfStatement Block
move Assignment Block Block
",3,2,False
289,Closure101,10,"delete IfStatement Block
insert QualifiedName Assignment
move Assignment Block Block
","delete IfStatement Block
",3,1,False
290,Closure102,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
291,Closure102,2,"move IfStatement Block Block
",,1,0,False
292,Closure102,3,"move IfStatement Block Block
","move IfStatement Block Block
",1,1,True
293,Closure102,4,"orig_dummy
","suggested_dummy
dummy
",1,2,False
294,Closure102,5,"orig_dummy
","suggested_dummy
dummy
",1,2,False
295,Closure102,6,"move IfStatement Block Block
","move IfStatement Block Block
",1,1,True
296,Closure102,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
297,Closure102,8,"move IfStatement Block Block
","move IfStatement Block Block
",1,1,True
298,Closure102,9,"move IfStatement Block Block
",,1,0,False
299,Closure102,10,"move IfStatement Block Block
","move IfStatement Block Block
",1,1,True
300,Closure104,1,"delete InfixExpression IfStatement
insert PrefixExpression IfStatement
","delete InfixExpression IfStatement
insert PrefixExpression IfStatement
",2,2,True
301,Closure104,2,"delete InfixExpression IfStatement
insert PrefixExpression IfStatement
","delete InfixExpression IfStatement
insert PrefixExpression IfStatement
",2,2,True
302,Closure104,3,"delete InfixExpression IfStatement
insert PrefixExpression IfStatement
","delete InfixExpression IfStatement
insert PrefixExpression IfStatement
",2,2,True
303,Closure104,4,"delete InfixExpression IfStatement
insert PrefixExpression IfStatement
","delete InfixExpression IfStatement
insert PrefixExpression IfStatement
",2,2,True
304,Closure104,5,"delete InfixExpression IfStatement
insert PrefixExpression IfStatement
",,2,0,False
305,Closure104,6,"delete InfixExpression IfStatement
insert PrefixExpression IfStatement
",,2,0,False
306,Closure104,7,"delete InfixExpression IfStatement
insert PrefixExpression IfStatement
",,2,0,False
307,Closure104,8,"delete InfixExpression IfStatement
insert PrefixExpression IfStatement
","delete InfixExpression IfStatement
",2,1,False
308,Closure104,9,"delete InfixExpression IfStatement
insert PrefixExpression IfStatement
",,2,0,False
309,Closure104,10,"delete InfixExpression IfStatement
insert PrefixExpression IfStatement
",,2,0,False
310,Closure111,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
311,Closure111,2,"delete ReturnStatement Block
insert ReturnStatement Block
",,2,0,False
312,Closure111,3,"delete ReturnStatement Block
insert ReturnStatement Block
",,2,0,False
313,Closure111,4,"delete ReturnStatement Block
insert ReturnStatement Block
","delete ReturnStatement Block
insert ReturnStatement Block
",2,2,True
314,Closure111,5,"orig_dummy
","suggested_dummy
dummy
",1,2,False
315,Closure111,6,"orig_dummy
","suggested_dummy
dummy
",1,2,False
316,Closure111,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
317,Closure111,8,"delete ReturnStatement Block
insert ReturnStatement Block
","delete ReturnStatement Block
insert ReturnStatement Block
",2,2,True
318,Closure111,9,"delete ReturnStatement Block
insert ReturnStatement Block
","delete ReturnStatement Block
insert ReturnStatement Block
",2,2,True
319,Closure111,10,"delete ReturnStatement Block
insert ReturnStatement Block
","delete ReturnStatement Block
insert ReturnStatement Block
",2,2,True
320,Closure113,1,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
321,Closure113,2,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
322,Closure113,3,"orig_dummy
","suggested_dummy
dummy
",1,2,False
323,Closure113,4,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
324,Closure113,5,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
325,Closure113,6,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
326,Closure113,7,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
327,Closure113,8,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
328,Closure113,9,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
329,Closure113,10,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
","insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",2,2,True
330,Closure114,1,"insert IfStatement IfStatement
move Block IfStatement IfStatement
","move Block IfStatement IfStatement
",2,1,False
331,Closure114,2,"insert IfStatement IfStatement
move Block IfStatement IfStatement
",,2,0,False
332,Closure114,3,"insert IfStatement IfStatement
move Block IfStatement IfStatement
",,2,0,False
333,Closure114,4,"insert IfStatement IfStatement
move Block IfStatement IfStatement
",,2,0,False
334,Closure114,5,"orig_dummy
","suggested_dummy
dummy
",1,2,False
335,Closure114,6,"orig_dummy
","suggested_dummy
dummy
",1,2,False
336,Closure114,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
337,Closure114,8,"insert IfStatement IfStatement
move Block IfStatement IfStatement
","move Block IfStatement IfStatement
",2,1,False
338,Closure114,9,"insert IfStatement IfStatement
move Block IfStatement IfStatement
","move Block IfStatement IfStatement
",2,1,False
339,Closure114,10,"insert IfStatement IfStatement
move Block IfStatement IfStatement
","move Block IfStatement IfStatement
",2,1,False
340,Closure115,1,"delete IfStatement Block
delete IfStatement Block
delete VariableDeclarationStatement Block
","delete IfStatement Block
delete VariableDeclarationStatement Block
",3,2,False
341,Closure115,2,"delete IfStatement Block
delete IfStatement Block
delete VariableDeclarationStatement Block
","delete VariableDeclarationStatement Block
",3,1,False
342,Closure115,3,"delete IfStatement Block
delete IfStatement Block
delete VariableDeclarationStatement Block
","delete VariableDeclarationStatement Block
",3,1,False
343,Closure115,4,"delete IfStatement Block
delete IfStatement Block
delete VariableDeclarationStatement Block
","delete IfStatement Block
delete VariableDeclarationStatement Block
",3,2,False
344,Closure115,5,"delete IfStatement Block
delete IfStatement Block
delete VariableDeclarationStatement Block
","delete IfStatement Block
delete VariableDeclarationStatement Block
",3,2,False
345,Closure115,6,"delete IfStatement Block
delete IfStatement Block
delete VariableDeclarationStatement Block
","delete IfStatement Block
delete VariableDeclarationStatement Block
",3,2,False
346,Closure115,7,"delete IfStatement Block
delete IfStatement Block
delete VariableDeclarationStatement Block
","delete IfStatement Block
delete VariableDeclarationStatement Block
",3,2,False
347,Closure115,8,"delete IfStatement Block
delete IfStatement Block
delete VariableDeclarationStatement Block
","delete IfStatement Block
delete VariableDeclarationStatement Block
",3,2,False
348,Closure115,9,"delete IfStatement Block
delete IfStatement Block
delete VariableDeclarationStatement Block
",,3,0,False
349,Closure115,10,"delete IfStatement Block
delete IfStatement Block
delete VariableDeclarationStatement Block
",,3,0,False
350,Closure123,1,"delete VariableDeclarationFragment VariableDeclarationStatement
insert VariableDeclarationFragment VariableDeclarationStatement
",,2,0,False
351,Closure123,2,"delete VariableDeclarationFragment VariableDeclarationStatement
insert VariableDeclarationFragment VariableDeclarationStatement
",,2,0,False
352,Closure123,3,"delete VariableDeclarationFragment VariableDeclarationStatement
insert VariableDeclarationFragment VariableDeclarationStatement
","delete VariableDeclarationFragment VariableDeclarationStatement
insert VariableDeclarationFragment VariableDeclarationStatement
",2,2,True
353,Closure123,4,"delete VariableDeclarationFragment VariableDeclarationStatement
insert VariableDeclarationFragment VariableDeclarationStatement
",,2,0,False
354,Closure123,5,"delete VariableDeclarationFragment VariableDeclarationStatement
insert VariableDeclarationFragment VariableDeclarationStatement
",,2,0,False
355,Closure123,6,"delete VariableDeclarationFragment VariableDeclarationStatement
insert VariableDeclarationFragment VariableDeclarationStatement
",,2,0,False
356,Closure123,7,"delete VariableDeclarationFragment VariableDeclarationStatement
insert VariableDeclarationFragment VariableDeclarationStatement
",,2,0,False
357,Closure123,8,"delete VariableDeclarationFragment VariableDeclarationStatement
insert VariableDeclarationFragment VariableDeclarationStatement
",,2,0,False
358,Closure123,9,"delete VariableDeclarationFragment VariableDeclarationStatement
insert VariableDeclarationFragment VariableDeclarationStatement
","delete VariableDeclarationFragment VariableDeclarationStatement
insert VariableDeclarationFragment VariableDeclarationStatement
",2,2,True
359,Closure123,10,"delete VariableDeclarationFragment VariableDeclarationStatement
insert VariableDeclarationFragment VariableDeclarationStatement
",,2,0,False
360,Closure125,1,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
","insert InfixExpression IfStatement
",2,1,False
361,Closure125,2,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
362,Closure125,3,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
","insert InfixExpression IfStatement
",2,1,False
363,Closure125,4,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
","insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",2,2,True
364,Closure125,5,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
","insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",2,2,True
365,Closure125,6,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
366,Closure125,7,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
367,Closure125,8,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
368,Closure125,9,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
369,Closure125,10,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
","insert InfixExpression IfStatement
",2,1,False
370,Closure126,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
371,Closure126,2,"delete IfStatement Block
",,1,0,False
372,Closure126,3,"delete IfStatement Block
","delete IfStatement Block
",1,1,True
373,Closure126,4,"delete IfStatement Block
","delete IfStatement Block
",1,1,True
374,Closure126,5,"orig_dummy
","suggested_dummy
dummy
",1,2,False
375,Closure126,6,"orig_dummy
","suggested_dummy
dummy
",1,2,False
376,Closure126,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
377,Closure126,8,"delete IfStatement Block
","delete IfStatement Block
",1,1,True
378,Closure126,9,"delete IfStatement Block
","delete IfStatement Block
",1,1,True
379,Closure126,10,"delete IfStatement Block
","delete IfStatement Block
",1,1,True
380,Closure130,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
381,Closure130,2,"insert InfixExpression InfixExpression
move InfixExpression InfixExpression InfixExpression
",,2,0,False
382,Closure130,3,"insert InfixExpression InfixExpression
move InfixExpression InfixExpression InfixExpression
","insert InfixExpression InfixExpression
",2,1,False
383,Closure130,4,"orig_dummy
","suggested_dummy
dummy
",1,2,False
384,Closure130,5,"insert InfixExpression InfixExpression
move InfixExpression InfixExpression InfixExpression
",,2,0,False
385,Closure130,6,"orig_dummy
","suggested_dummy
dummy
",1,2,False
386,Closure130,7,"insert InfixExpression InfixExpression
move InfixExpression InfixExpression InfixExpression
",,2,0,False
387,Closure130,8,"orig_dummy
","suggested_dummy
dummy
",1,2,False
388,Closure130,9,"insert InfixExpression InfixExpression
move InfixExpression InfixExpression InfixExpression
",,2,0,False
389,Closure130,10,"insert InfixExpression InfixExpression
move InfixExpression InfixExpression InfixExpression
","insert InfixExpression InfixExpression
",2,1,False
390,Closure131,1,"insert InfixExpression IfStatement
insert InfixExpression IfStatement
insert MethodInvocation InfixExpression
move InfixExpression IfStatement InfixExpression
move PrefixExpression IfStatement InfixExpression
move PrefixExpression InfixExpression InfixExpression
",,6,0,False
391,Closure131,2,"insert InfixExpression IfStatement
insert InfixExpression IfStatement
insert MethodInvocation InfixExpression
move InfixExpression IfStatement InfixExpression
move PrefixExpression IfStatement InfixExpression
move PrefixExpression InfixExpression InfixExpression
",,6,0,False
392,Closure131,3,"insert InfixExpression IfStatement
insert InfixExpression IfStatement
insert MethodInvocation InfixExpression
move InfixExpression IfStatement InfixExpression
move PrefixExpression IfStatement InfixExpression
move PrefixExpression InfixExpression InfixExpression
","insert InfixExpression IfStatement
insert MethodInvocation InfixExpression
",6,2,False
393,Closure131,4,"insert InfixExpression IfStatement
insert InfixExpression IfStatement
insert MethodInvocation InfixExpression
move InfixExpression IfStatement InfixExpression
move PrefixExpression IfStatement InfixExpression
move PrefixExpression InfixExpression InfixExpression
",,6,0,False
394,Closure131,5,"insert InfixExpression IfStatement
insert InfixExpression IfStatement
insert MethodInvocation InfixExpression
move InfixExpression IfStatement InfixExpression
move PrefixExpression IfStatement InfixExpression
move PrefixExpression InfixExpression InfixExpression
",,6,0,False
395,Closure131,6,"insert InfixExpression IfStatement
insert InfixExpression IfStatement
insert MethodInvocation InfixExpression
move InfixExpression IfStatement InfixExpression
move PrefixExpression IfStatement InfixExpression
move PrefixExpression InfixExpression InfixExpression
","insert InfixExpression IfStatement
",6,1,False
396,Closure131,7,"insert InfixExpression IfStatement
insert InfixExpression IfStatement
insert MethodInvocation InfixExpression
move InfixExpression IfStatement InfixExpression
move PrefixExpression IfStatement InfixExpression
move PrefixExpression InfixExpression InfixExpression
","insert InfixExpression IfStatement
",6,1,False
397,Closure131,8,"insert InfixExpression IfStatement
insert InfixExpression IfStatement
insert MethodInvocation InfixExpression
move InfixExpression IfStatement InfixExpression
move PrefixExpression IfStatement InfixExpression
move PrefixExpression InfixExpression InfixExpression
",,6,0,False
398,Closure131,9,"orig_dummy
","suggested_dummy
dummy
",1,2,False
399,Closure131,10,"insert InfixExpression IfStatement
insert InfixExpression IfStatement
insert MethodInvocation InfixExpression
move InfixExpression IfStatement InfixExpression
move PrefixExpression IfStatement InfixExpression
move PrefixExpression InfixExpression InfixExpression
","insert InfixExpression IfStatement
",6,1,False
400,Closure132,1,"insert ParenthesizedExpression InfixExpression
",,1,0,False
401,Closure132,2,"insert ParenthesizedExpression InfixExpression
",,1,0,False
402,Closure132,3,"orig_dummy
","suggested_dummy
dummy
",1,2,False
403,Closure132,4,"insert ParenthesizedExpression InfixExpression
",,1,0,False
404,Closure132,5,"insert ParenthesizedExpression InfixExpression
",,1,0,False
405,Closure132,6,"insert ParenthesizedExpression InfixExpression
",,1,0,False
406,Closure132,7,"insert ParenthesizedExpression InfixExpression
",,1,0,False
407,Closure132,8,"insert ParenthesizedExpression InfixExpression
",,1,0,False
408,Closure132,9,"insert ParenthesizedExpression InfixExpression
",,1,0,False
409,Closure132,10,"insert ParenthesizedExpression InfixExpression
",,1,0,False
410,Lang6,1,"update SimpleName SimpleName
","update SimpleName SimpleName
",1,1,True
411,Lang6,2,"update SimpleName SimpleName
","update SimpleName SimpleName
",1,1,True
412,Lang6,3,"update SimpleName SimpleName
","update SimpleName SimpleName
",1,1,True
413,Lang6,4,"update SimpleName SimpleName
","update SimpleName SimpleName
",1,1,True
414,Lang6,5,"update SimpleName SimpleName
",,1,0,False
415,Lang6,6,"update SimpleName SimpleName
","update SimpleName SimpleName
",1,1,True
416,Lang6,7,"update SimpleName SimpleName
","update SimpleName SimpleName
",1,1,True
417,Lang6,8,"update SimpleName SimpleName
","update SimpleName SimpleName
",1,1,True
418,Lang6,9,"update SimpleName SimpleName
",,1,0,False
419,Lang6,10,"update SimpleName SimpleName
",,1,0,False
420,Lang7,1,"delete IfStatement Block
insert IfStatement Block
","delete IfStatement Block
insert IfStatement Block
",2,2,True
421,Lang7,2,"delete IfStatement Block
insert IfStatement Block
","delete IfStatement Block
insert IfStatement Block
",2,2,True
422,Lang7,3,"delete IfStatement Block
insert IfStatement Block
","delete IfStatement Block
insert IfStatement Block
",2,2,True
423,Lang7,4,"delete IfStatement Block
insert IfStatement Block
","delete IfStatement Block
insert IfStatement Block
",2,2,True
424,Lang7,5,"delete IfStatement Block
insert IfStatement Block
",,2,0,False
425,Lang7,6,"delete IfStatement Block
insert IfStatement Block
","delete IfStatement Block
insert IfStatement Block
",2,2,True
426,Lang7,7,"delete IfStatement Block
insert IfStatement Block
",,2,0,False
427,Lang7,8,"delete IfStatement Block
insert IfStatement Block
","delete IfStatement Block
insert IfStatement Block
",2,2,True
428,Lang7,9,"delete IfStatement Block
insert IfStatement Block
","delete IfStatement Block
insert IfStatement Block
",2,2,True
429,Lang7,10,"delete IfStatement Block
insert IfStatement Block
",,2,0,False
430,Lang10,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
431,Lang10,2,"delete Assignment Block
delete IfStatement Block
delete VariableDeclarationStatement Block
",,3,0,False
432,Lang10,3,"delete Assignment Block
delete IfStatement Block
delete VariableDeclarationStatement Block
","delete Assignment Block
delete IfStatement Block
delete VariableDeclarationStatement Block
",3,3,True
433,Lang10,4,"orig_dummy
","suggested_dummy
dummy
",1,2,False
434,Lang10,5,"delete Assignment Block
delete IfStatement Block
delete VariableDeclarationStatement Block
","delete Assignment Block
delete IfStatement Block
delete VariableDeclarationStatement Block
",3,3,True
435,Lang10,6,"orig_dummy
","suggested_dummy
dummy
",1,2,False
436,Lang10,7,"delete Assignment Block
delete IfStatement Block
delete VariableDeclarationStatement Block
","delete IfStatement Block
delete VariableDeclarationStatement Block
",3,2,False
437,Lang10,8,"orig_dummy
","suggested_dummy
dummy
",1,2,False
438,Lang10,9,"delete Assignment Block
delete IfStatement Block
delete VariableDeclarationStatement Block
","delete Assignment Block
delete IfStatement Block
delete VariableDeclarationStatement Block
",3,3,True
439,Lang10,10,"delete Assignment Block
delete IfStatement Block
delete VariableDeclarationStatement Block
","delete Assignment Block
delete IfStatement Block
delete VariableDeclarationStatement Block
",3,3,True
440,Lang16,1,"insert MethodInvocation InfixExpression
insert MethodInvocation InfixExpression
",,2,0,False
441,Lang16,2,"insert MethodInvocation InfixExpression
insert MethodInvocation InfixExpression
",,2,0,False
442,Lang16,3,"insert MethodInvocation InfixExpression
insert MethodInvocation InfixExpression
",,2,0,False
443,Lang16,4,"insert MethodInvocation InfixExpression
insert MethodInvocation InfixExpression
",,2,0,False
444,Lang16,5,"insert MethodInvocation InfixExpression
insert MethodInvocation InfixExpression
",,2,0,False
445,Lang16,6,"insert MethodInvocation InfixExpression
insert MethodInvocation InfixExpression
","insert MethodInvocation InfixExpression
",2,1,False
446,Lang16,7,"insert MethodInvocation InfixExpression
insert MethodInvocation InfixExpression
","insert MethodInvocation InfixExpression
",2,1,False
447,Lang16,8,"insert MethodInvocation InfixExpression
insert MethodInvocation InfixExpression
",,2,0,False
448,Lang16,9,"insert MethodInvocation InfixExpression
insert MethodInvocation InfixExpression
",,2,0,False
449,Lang16,10,"insert MethodInvocation InfixExpression
insert MethodInvocation InfixExpression
",,2,0,False
450,Lang21,1,"update QualifiedName QualifiedName
update QualifiedName QualifiedName
",,2,0,False
451,Lang21,2,"update QualifiedName QualifiedName
update QualifiedName QualifiedName
",,2,0,False
452,Lang21,3,"update QualifiedName QualifiedName
update QualifiedName QualifiedName
","update QualifiedName QualifiedName
",2,1,False
453,Lang21,4,"update QualifiedName QualifiedName
update QualifiedName QualifiedName
","update QualifiedName QualifiedName
",2,1,False
454,Lang21,5,"update QualifiedName QualifiedName
update QualifiedName QualifiedName
",,2,0,False
455,Lang21,6,"update QualifiedName QualifiedName
update QualifiedName QualifiedName
",,2,0,False
456,Lang21,7,"update QualifiedName QualifiedName
update QualifiedName QualifiedName
",,2,0,False
457,Lang21,8,"update QualifiedName QualifiedName
update QualifiedName QualifiedName
",,2,0,False
458,Lang21,9,"update QualifiedName QualifiedName
update QualifiedName QualifiedName
",,2,0,False
459,Lang21,10,"update QualifiedName QualifiedName
update QualifiedName QualifiedName
",,2,0,False
460,Lang24,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
461,Lang24,2,"insert PrefixExpression InfixExpression
",,1,0,False
462,Lang24,3,"insert PrefixExpression InfixExpression
",,1,0,False
463,Lang24,4,"orig_dummy
","suggested_dummy
dummy
",1,2,False
464,Lang24,5,"orig_dummy
","suggested_dummy
dummy
",1,2,False
465,Lang24,6,"insert PrefixExpression InfixExpression
",,1,0,False
466,Lang24,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
467,Lang24,8,"insert PrefixExpression InfixExpression
",,1,0,False
468,Lang24,9,"insert PrefixExpression InfixExpression
",,1,0,False
469,Lang24,10,"insert PrefixExpression InfixExpression
",,1,0,False
470,Lang26,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
471,Lang26,2,"insert SimpleName ClassInstanceCreation
",,1,0,False
472,Lang26,3,"insert SimpleName ClassInstanceCreation
",,1,0,False
473,Lang26,4,"insert SimpleName ClassInstanceCreation
",,1,0,False
474,Lang26,5,"orig_dummy
","suggested_dummy
dummy
",1,2,False
475,Lang26,6,"orig_dummy
","suggested_dummy
dummy
",1,2,False
476,Lang26,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
477,Lang26,8,"insert SimpleName ClassInstanceCreation
",,1,0,False
478,Lang26,9,"insert SimpleName ClassInstanceCreation
",,1,0,False
479,Lang26,10,"insert SimpleName ClassInstanceCreation
",,1,0,False
480,Lang29,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
481,Lang29,2,"update PrimitiveType PrimitiveType
",,1,0,False
482,Lang29,3,"update PrimitiveType PrimitiveType
",,1,0,False
483,Lang29,4,"update PrimitiveType PrimitiveType
",,1,0,False
484,Lang29,5,"orig_dummy
","suggested_dummy
dummy
",1,2,False
485,Lang29,6,"update PrimitiveType PrimitiveType
",,1,0,False
486,Lang29,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
487,Lang29,8,"orig_dummy
","suggested_dummy
dummy
",1,2,False
488,Lang29,9,"update PrimitiveType PrimitiveType
","update PrimitiveType PrimitiveType
",1,1,True
489,Lang29,10,"update PrimitiveType PrimitiveType
",,1,0,False
490,Lang33,1,"insert ConditionalExpression Assignment
move MethodInvocation Assignment ConditionalExpression
",,2,0,False
491,Lang33,2,"insert ConditionalExpression Assignment
move MethodInvocation Assignment ConditionalExpression
",,2,0,False
492,Lang33,3,"insert ConditionalExpression Assignment
move MethodInvocation Assignment ConditionalExpression
",,2,0,False
493,Lang33,4,"insert ConditionalExpression Assignment
move MethodInvocation Assignment ConditionalExpression
",,2,0,False
494,Lang33,5,"insert ConditionalExpression Assignment
move MethodInvocation Assignment ConditionalExpression
",,2,0,False
495,Lang33,6,"insert ConditionalExpression Assignment
move MethodInvocation Assignment ConditionalExpression
",,2,0,False
496,Lang33,7,"insert ConditionalExpression Assignment
move MethodInvocation Assignment ConditionalExpression
",,2,0,False
497,Lang33,8,"insert ConditionalExpression Assignment
move MethodInvocation Assignment ConditionalExpression
",,2,0,False
498,Lang33,9,"insert ConditionalExpression Assignment
move MethodInvocation Assignment ConditionalExpression
",,2,0,False
499,Lang33,10,"insert ConditionalExpression Assignment
move MethodInvocation Assignment ConditionalExpression
",,2,0,False
500,Lang53,1,"move IfStatement Block Block
move IfStatement Block Block
",,2,0,False
501,Lang53,2,"move IfStatement Block Block
move IfStatement Block Block
",,2,0,False
502,Lang53,3,"move IfStatement Block Block
move IfStatement Block Block
",,2,0,False
503,Lang53,4,"move IfStatement Block Block
move IfStatement Block Block
",,2,0,False
504,Lang53,5,"move IfStatement Block Block
move IfStatement Block Block
",,2,0,False
505,Lang53,6,"move IfStatement Block Block
move IfStatement Block Block
",,2,0,False
506,Lang53,7,"move IfStatement Block Block
move IfStatement Block Block
",,2,0,False
507,Lang53,8,"move IfStatement Block Block
move IfStatement Block Block
",,2,0,False
508,Lang53,9,"move IfStatement Block Block
move IfStatement Block Block
","move IfStatement Block Block
",2,1,False
509,Lang53,10,"move IfStatement Block Block
move IfStatement Block Block
",,2,0,False
510,Lang57,1,"delete SimpleName MethodInvocation
insert MethodInvocation MethodInvocation
","insert MethodInvocation MethodInvocation
",2,1,False
511,Lang57,2,"orig_dummy
","suggested_dummy
dummy
",1,2,False
512,Lang57,3,"delete SimpleName MethodInvocation
insert MethodInvocation MethodInvocation
",,2,0,False
513,Lang57,4,"delete SimpleName MethodInvocation
insert MethodInvocation MethodInvocation
",,2,0,False
514,Lang57,5,"delete SimpleName MethodInvocation
insert MethodInvocation MethodInvocation
","delete SimpleName MethodInvocation
insert MethodInvocation MethodInvocation
",2,2,True
515,Lang57,6,"orig_dummy
","suggested_dummy
dummy
",1,2,False
516,Lang57,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
517,Lang57,8,"orig_dummy
","suggested_dummy
dummy
",1,2,False
518,Lang57,9,"delete SimpleName MethodInvocation
insert MethodInvocation MethodInvocation
","insert MethodInvocation MethodInvocation
",2,1,False
519,Lang57,10,"delete SimpleName MethodInvocation
insert MethodInvocation MethodInvocation
","insert MethodInvocation MethodInvocation
",2,1,False
520,Lang58,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
521,Lang58,2,"delete InfixExpression InfixExpression
delete MethodInvocation InfixExpression
insert InfixExpression ParenthesizedExpression
move InfixExpression InfixExpression InfixExpression
move InfixExpression ParenthesizedExpression InfixExpression
update InfixExpression InfixExpression
",,6,0,False
522,Lang58,3,"delete InfixExpression InfixExpression
delete MethodInvocation InfixExpression
insert InfixExpression ParenthesizedExpression
move InfixExpression InfixExpression InfixExpression
move InfixExpression ParenthesizedExpression InfixExpression
update InfixExpression InfixExpression
","delete InfixExpression InfixExpression
delete MethodInvocation InfixExpression
insert InfixExpression ParenthesizedExpression
",6,3,False
523,Lang58,4,"orig_dummy
","suggested_dummy
dummy
",1,2,False
524,Lang58,5,"orig_dummy
","suggested_dummy
dummy
",1,2,False
525,Lang58,6,"delete InfixExpression InfixExpression
delete MethodInvocation InfixExpression
insert InfixExpression ParenthesizedExpression
move InfixExpression InfixExpression InfixExpression
move InfixExpression ParenthesizedExpression InfixExpression
update InfixExpression InfixExpression
","delete MethodInvocation InfixExpression
",6,1,False
526,Lang58,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
527,Lang58,8,"delete InfixExpression InfixExpression
delete MethodInvocation InfixExpression
insert InfixExpression ParenthesizedExpression
move InfixExpression InfixExpression InfixExpression
move InfixExpression ParenthesizedExpression InfixExpression
update InfixExpression InfixExpression
",,6,0,False
528,Lang58,9,"delete InfixExpression InfixExpression
delete MethodInvocation InfixExpression
insert InfixExpression ParenthesizedExpression
move InfixExpression InfixExpression InfixExpression
move InfixExpression ParenthesizedExpression InfixExpression
update InfixExpression InfixExpression
",,6,0,False
529,Lang58,10,"delete InfixExpression InfixExpression
delete MethodInvocation InfixExpression
insert InfixExpression ParenthesizedExpression
move InfixExpression InfixExpression InfixExpression
move InfixExpression ParenthesizedExpression InfixExpression
update InfixExpression InfixExpression
","delete MethodInvocation InfixExpression
insert InfixExpression ParenthesizedExpression
move InfixExpression ParenthesizedExpression InfixExpression
update InfixExpression InfixExpression
",6,4,False
530,Lang59,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
531,Lang59,2,,,0,0,True
532,Lang59,3,"orig_dummy
","suggested_dummy
dummy
",1,2,False
533,Lang59,4,"orig_dummy
","suggested_dummy
dummy
",1,2,False
534,Lang59,5,"orig_dummy
","suggested_dummy
dummy
",1,2,False
535,Lang59,6,,,0,0,True
536,Lang59,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
537,Lang59,8,"orig_dummy
","suggested_dummy
dummy
",1,2,False
